disease,symptom,disease_umls,symptom_umls,weight
"Drug Abuse, Parenteral",Neck Pain,C0086182,C0007859,1
"Drug Abuse, Parenteral",Orthopnea,C0086182,C0085619,1
"Drug Abuse, Parenteral","Pain, Splitting",C0086182,C0458257,1
"Drug Abuse, Parenteral","Paraplegia, Cerebral",C0086182,C0278114,1
"Drug Abuse, Parenteral",Recurrent Laryngeal Nerve Paralysis,C0086182,C0542142,1
"Drug Abuse, Parenteral",Weight Loss,C0086182,C1262477,1
Drug Allergy,Acute Coronary Syndrome,C0013182,C0948089,1
Drug Allergy,Edema,C0013182,C0013604,1
Drug Allergy,Fever,C0013182,C0015967,1
Drug Allergy,Flushing,C0013182,C0016382,1
Drug Allergy,Nausea,C0013182,C0027497,1
Drug Allergy,Nonepileptic Seizures,C0013182,C3495874,1
Drug Allergy,Orthopnea,C0013182,C0085619,1
Drug Allergy,Pruritus,C0013182,C0033774,1
Drug Allergy,Thrombocytopenic purpura,C0013182,C0857305,1
Drug Allergy,Vomiting,C0013182,C0042963,1
Drug Overdose,Bradycardia,C0029944,C0428977,1
Drug Overdose,Hypotension,C0029944,C0020649,1
Drug Overdose,Vomiting,C0029944,C0042963,1
Drug Withdrawal Symptoms,Age-Related Memory Disorders,C0086189,C0751292,1
Drug Withdrawal Symptoms,Allodynia,C0086189,C0458247,1
Drug Withdrawal Symptoms,Body Weight,C0086189,C0005910,1
Drug Withdrawal Symptoms,"Hallucinations, Kinesthetic",C0086189,C0544668,1
Drug Withdrawal Symptoms,Hemicrania,C0086189,C0877781,1
Drug Withdrawal Symptoms,Nonepileptic Seizures,C0086189,C3495874,1
Drug Withdrawal Symptoms,Pill Rolling Tremor,C0086189,C0751564,1
Drug Withdrawal Symptoms,Pseudoakathisia,C0086189,C0751647,1
Drug Withdrawal Symptoms,Psychomotor Agitation,C0086189,C3887612,1
Drug Withdrawal Symptoms,Subacute Delirium,C0086189,C0154333,1
Duchenne and Becker Muscular Dystrophy,"Auditory Processing Disorder, Central",C3542021,C0751257,1
Duchenne and Becker Muscular Dystrophy,Body Weight,C3542021,C0005910,1
Duchenne and Becker Muscular Dystrophy,Coughing,C3542021,C0010200,1
Duchenne and Becker Muscular Dystrophy,"Gait, Festinating",C3542021,C0231694,1
Duchenne and Becker Muscular Dystrophy,Hypercapnia,C3542021,C0020440,1
Duchenne and Becker Muscular Dystrophy,Low Cardiac Output,C3542021,C0007166,1
Duchenne and Becker Muscular Dystrophy,Mobility Limitation,C3542021,C1565249,1
Duchenne and Becker Muscular Dystrophy,Muscle Weakness,C3542021,C0151786,2
Duchenne and Becker Muscular Dystrophy,Muscular Atrophy,C3542021,C0026846,1
Duchenne and Becker Muscular Dystrophy,Weight Gain,C3542021,C0043094,1
Ductal Carcinoma,Age-Related Memory Disorders,C1176475,C0751292,1
Ductal Carcinoma,Chest Pain,C1176475,C0008031,1
Ductal Carcinoma,"Edema, Cardiac",C1176475,C0013608,1
Ductal Carcinoma,Facial paralysis,C1176475,C0015469,1
Ductal Carcinoma,Hot flushes,C1176475,C0600142,1
Ductal Carcinoma,Lassitude,C1176475,C0086525,1
Ductal Carcinoma,Orthopnea,C1176475,C0085619,1
Ductal Carcinoma,"Pain, Splitting",C1176475,C0458257,1
Ductal Carcinoma,Pruritus,C1176475,C0033774,1
Ductal Carcinoma,Psychophysiologic Disorders,C1176475,C0033931,1
Dumping Syndrome,Angina Pectoris,C0013288,C0002962,1
Dumping Syndrome,Cachexia,C0013288,C0006625,1
Dumping Syndrome,Diarrhea,C0013288,C0011991,1
Dumping Syndrome,Fetal Distress,C0013288,C0015930,1
Dumping Syndrome,Gastroparesis,C0013288,C0152020,1
Dumping Syndrome,Infantile Diarrhea,C0013288,C0011992,1
Dumping Syndrome,Morbid obesity,C0013288,C0028756,1
Dumping Syndrome,Nausea,C0013288,C0027497,1
Dumping Syndrome,Respiratory Paralysis,C0013288,C0035232,1
Dumping Syndrome,Vomiting,C0013288,C0042963,1
Duodenal Cancer,"Abdomen, Acute",C0541912,C0000727,1
Duodenal Cancer,Abdominal Pain,C0541912,C0000737,1
Duodenal Cancer,Anorexia,C0541912,C0003123,1
Duodenal Cancer,Diarrhea,C0541912,C0011991,1
Duodenal Cancer,Dyspepsia,C0541912,C0013395,1
Duodenal Cancer,Hematemesis,C0541912,C0018926,1
Duodenal Cancer,"Jaundice, Hemolytic",C0541912,C0242183,1
Duodenal Cancer,"Jaundice, Obstructive",C0541912,C0022354,1
Duodenal Cancer,Nausea,C0541912,C0027497,1
Duodenal Cancer,Vomiting,C0541912,C0042963,1
Duodenal Diseases,"Abdomen, Acute",C0013289,C0000727,1
Duodenal Diseases,Abdominal Pain,C0013289,C0000737,1
Duodenal Diseases,Diarrhea,C0013289,C0011991,1
Duodenal Diseases,Dyspepsia,C0013289,C0013395,1
Duodenal Diseases,Eructation,C0013289,C0014724,1
Duodenal Diseases,Hematemesis,C0013289,C0018926,1
Duodenal Diseases,"Jaundice, Hemolytic",C0013289,C0242183,1
Duodenal Diseases,"Jaundice, Obstructive",C0013289,C0022354,1
Duodenal Diseases,Nausea,C0013289,C0027497,1
Duodenal Diseases,Vomiting,C0013289,C0042963,1
Duodenal Obstruction,"Abdomen, Acute",C0013292,C0000727,1
Duodenal Obstruction,Abdominal Pain,C0013292,C0000737,1
Duodenal Obstruction,Birth Weight,C0013292,C0005612,1
Duodenal Obstruction,Body Weight,C0013292,C0005910,1
Duodenal Obstruction,Dyspepsia,C0013292,C0013395,1
Duodenal Obstruction,Hematemesis,C0013292,C0018926,1
Duodenal Obstruction,"Jaundice, Obstructive",C0013292,C0022354,1
Duodenal Obstruction,Nausea,C0013292,C0027497,1
Duodenal Obstruction,Psychophysiologic Disorders,C0013292,C0033931,1
Duodenal Obstruction,Vomiting,C0013292,C0042963,1
Duodenogastric Reflux,Abdominal Cramps,C0013299,C0000729,1
Duodenogastric Reflux,Abdominal Pain,C0013299,C0000737,1
Duodenogastric Reflux,Chest Pain,C0013299,C0008031,1
Duodenogastric Reflux,Dyspepsia,C0013299,C0013395,1
Duodenogastric Reflux,Eructation,C0013299,C0014724,1
Duodenogastric Reflux,Gastroparesis,C0013299,C0152020,1
Duodenogastric Reflux,Heartburn,C0013299,C0018834,1
Duodenogastric Reflux,Nausea,C0013299,C0027497,1
Duodenogastric Reflux,"Pain, Postoperative",C0013299,C0030201,1
Duodenogastric Reflux,Vomiting,C0013299,C0042963,1
Dupuytren's Disease,Ciliary Body Spasm,C4082974,C0235229,1
Dupuytren's Disease,Edema,C4082974,C0013604,1
Dupuytren's Disease,Eye Manifestations,C4082974,C0015411,1
Dupuytren's Disease,Intermittent Claudication,C4082974,C0021775,1
Dupuytren's Disease,Muscle Weakness,C4082974,C0151786,1
Dupuytren's Disease,"Pain, Postoperative",C4082974,C0030201,1
Dupuytren's Disease,"Pain, Splitting",C4082974,C0458257,1
Dupuytren's Disease,Psychophysiologic Disorders,C4082974,C0033931,1
Dupuytren's Disease,Sciatica,C4082974,C0036396,1
Dupuytren's Disease,Sensorineural Hearing Loss (disorder),C4082974,C0018784,1
Dwarfism,Birth Weight,C0013336,C0005612,1
Dwarfism,Body Weight,C0013336,C0005910,1
Dwarfism,Cachexia,C0013336,C0006625,1
Dwarfism,Flaccid Muscle Tone,C0013336,C0026825,1
Dwarfism,Functional encopresis,C0013336,C0014089,1
Dwarfism,"Hearing Loss, Extreme",C0013336,C0086395,1
Dwarfism,Obesity,C0013336,C0028754,1
Dwarfism,"Paraplegia, Cerebral",C0013336,C0278114,1
Dwarfism,Psychomotor Impairment,C0013336,C5441816,1
Dwarfism,Weight Gain,C0013336,C0043094,1
"Dysarthria, Spastic","Aphasia, Semantic",C0454596,C0234482,1
"Dysarthria, Spastic","Apraxia, Articulatory",C0454596,C3495144,1
"Dysarthria, Spastic","Ataxia, Appendicular",C0454596,C0750937,1
"Dysarthria, Spastic","Auditory Processing Disorder, Central",C0454596,C0751257,1
"Dysarthria, Spastic",Cerebellar Ataxia,C0454596,C0007758,1
"Dysarthria, Spastic","Dysarthria, Spastic",C0454596,C0454596,1
"Dysarthria, Spastic",Dysglossia,C0454596,C0751512,1
"Dysarthria, Spastic",Facial paralysis,C0454596,C0015469,1
"Dysarthria, Spastic",Mutism,C0454596,C0026884,1
"Dysarthria, Spastic",Unintelligible Articulation,C0454596,C0566625,1
"Dysarthria, Spastic","Voice Disorder, Neurologic",C0454596,C0264600,1
Dysautonomia,Colonic Inertia,C0013363,C1257861,1
Dysautonomia,"Gait, Festinating",C0013363,C0231694,1
Dysautonomia,Hyperemesis Gravidarum,C0013363,C0020450,1
Dysautonomia,Occluded Pupils,C0013363,C0271131,1
Dysautonomia,Olfaction Disorders,C0013363,C0553757,1
Dysautonomia,Progressive supranuclear palsy,C0013363,C0038868,1
Dysautonomia,Psychomotor Agitation,C0013363,C3887612,1
Dysautonomia,Sweating Sickness,C0013363,C0242843,1
Dysautonomia,"Tonic Pupil, Neuropathic",C0013363,C0751611,1
Dysautonomia,Urinary Incontinence,C0013363,C0042024,1
"Dysautonomia, Familial",Asthenia,C0013364,C0004093,1
"Dysautonomia, Familial",Central Nervous System Origin Vertigo,C0013364,C0155503,1
"Dysautonomia, Familial",Eye Manifestations,C0013364,C0015411,1
"Dysautonomia, Familial","Hyperesthesia, Tactile",C0013364,C0751215,1
"Dysautonomia, Familial",Lightheadedness,C0013364,C0220870,1
"Dysautonomia, Familial",Oral Manifestations,C0013364,C0029166,1
"Dysautonomia, Familial",Psychophysiologic Disorders,C0013364,C0033931,1
"Dysautonomia, Familial","Reflex, Pendular",C0013364,C0277850,1
"Dysautonomia, Familial",Urinary Incontinence,C0013364,C0042024,1
"Dysautonomia, Familial",Vomiting,C0013364,C0042963,1
Dysentery,Abdominal Pain,C0013369,C0000737,2
Dysentery,Body Weight,C0013369,C0005910,1
Dysentery,Diarrhea,C0013369,C0011991,1
Dysentery,Dyspepsia,C0013369,C0013395,1
Dysentery,Eye Manifestations,C0013369,C0015411,1
Dysentery,Fever,C0013369,C0015967,1
Dysentery,Flatulence,C0013369,C0016204,1
Dysentery,Infantile Diarrhea,C0013369,C0011992,1
Dysentery,Purpura,C0013369,C0034150,1
Dysentery,Subacute Delirium,C0013369,C0154333,1
Dysentery,Vomiting,C0013369,C0042963,1
"Dysentery, Shigella dysenteriae","Abdomen, Acute",C1257869,C0000727,1
"Dysentery, Shigella dysenteriae",Abdominal Pain,C1257869,C0000737,1
"Dysentery, Shigella dysenteriae",Arthralgia,C1257869,C0003862,1
"Dysentery, Shigella dysenteriae",Diarrhea,C1257869,C0011991,2
"Dysentery, Shigella dysenteriae",Fever,C1257869,C0015967,2
"Dysentery, Shigella dysenteriae","Hallucinations, Kinesthetic",C1257869,C0544668,1
"Dysentery, Shigella dysenteriae",Infantile Diarrhea,C1257869,C0011992,1
"Dysentery, Shigella dysenteriae","Jaundice, Hemolytic",C1257869,C0242183,1
"Dysentery, Shigella dysenteriae",Meningism,C1257869,C0025287,1
"Dysentery, Shigella dysenteriae",Mutism,C1257869,C0026884,1
"Dysentery, Shigella dysenteriae",Nonepileptic Seizures,C1257869,C3495874,1
Dysesthesia,Allodynia,C0392699,C0458247,1
Dysesthesia,"Hyperesthesia, Tactile",C0392699,C0751215,1
Dysesthesia,Hypesthesia,C0392699,C0020580,1
Dysesthesia,Muscle Weakness,C0392699,C0151786,1
Dysesthesia,Neck Pain,C0392699,C0007859,1
Dysesthesia,Neuralgia,C0392699,C0027796,1
Dysesthesia,Neuralgic Facial Pain,C0392699,C0751135,1
Dysesthesia,"Pain, Splitting",C0392699,C0458257,1
Dysesthesia,Pruritus,C0392699,C0033774,1
Dysesthesia,Vertebrogenic Pain Syndrome,C0392699,C0750949,1
Dysgammaglobulinemia,"Apraxia, Articulatory",C0013374,C3495144,1
Dysgammaglobulinemia,Diarrhea,C0013374,C0011991,1
Dysgammaglobulinemia,Hypergammaglobulinemia,C0013374,C0020455,1
Dysgammaglobulinemia,Immune thrombocytopenic purpura,C0013374,C0398650,1
Dysgammaglobulinemia,Lassitude,C0013374,C0086525,1
Dysgammaglobulinemia,Muscular Atrophy,C0013374,C0026846,1
Dysgammaglobulinemia,Myotonus (finding),C0013374,C0700153,1
Dysgammaglobulinemia,Pill Rolling Tremor,C0013374,C0751564,1
Dysgammaglobulinemia,Psychomotor Impairment,C0013374,C5441816,1
Dysgammaglobulinemia,Thrombocytopenic purpura,C0013374,C0857305,1
Dysgerminoma,"Abdomen, Acute",C0013377,C0000727,1
Dysgerminoma,Abdominal Pain,C0013377,C0000737,1
Dysgerminoma,Androgenization,C0013377,C1452968,1
Dysgerminoma,"Aphasia, Anterior",C0013377,C0454573,1
Dysgerminoma,Feminization,C0013377,C0015799,1
Dysgerminoma,"Hemiplegia, Infantile",C0013377,C0392550,1
Dysgerminoma,Muscular Atrophy,C0013377,C0026846,1
Dysgerminoma,Nausea,C0013377,C0027497,1
Dysgerminoma,Visual Impairment,C0013377,C3665347,1
Dysgerminoma,Vomiting,C0013377,C0042963,1
Dysgeusia,Anorexia,C0013378,C0003123,1
Dysgeusia,Dysuria,C0013378,C0013428,1
Dysgeusia,Facial paralysis,C0013378,C0015469,1
Dysgeusia,Glossalgia,C0013378,C0017672,1
Dysgeusia,Halitosis,C0013378,C0018520,1
Dysgeusia,Hemifacial Myokymia,C0013378,C0751726,1
Dysgeusia,Hyperemesis Gravidarum,C0013378,C0020450,1
Dysgeusia,Olfaction Disorders,C0013378,C0553757,1
Dysgeusia,Taste Dysfunction,C0013378,C5392959,1
Dysgeusia,Taste-Blindness,C0013378,C0278155,1
Dysglossia,Acquired Language Disorders,C0751512,C0454560,1
Dysglossia,"Aphasia, Semantic",C0751512,C0234482,1
Dysglossia,"Apraxia, Articulatory",C0751512,C3495144,1
Dysglossia,"Auditory Processing Disorder, Central",C0751512,C0751257,1
Dysglossia,Distorted hearing,C0751512,C0877848,1
Dysglossia,"Dysarthria, Spastic",C0751512,C0454596,1
Dysglossia,"Hearing Loss, Extreme",C0751512,C0086395,1
Dysglossia,"Stuttering, Adult",C0751512,C0751527,1
Dysglossia,Unintelligible Articulation,C0751512,C0566625,1
Dysglossia,"Voice Disorder, Neurologic",C0751512,C0264600,1
"Dyskinesia, Medication-Induced",Athetosis,C0751088,C0004158,1
"Dyskinesia, Medication-Induced",Benign Hereditary Chorea,C0751088,C0393584,1
"Dyskinesia, Medication-Induced",Dystonia,C0751088,C0013421,1
"Dyskinesia, Medication-Induced",Gegenhalten,C0751088,C0231519,1
"Dyskinesia, Medication-Induced","Hallucinations, Kinesthetic",C0751088,C0544668,1
"Dyskinesia, Medication-Induced",Hyperkinesia,C0751088,C3887506,1
"Dyskinesia, Medication-Induced",Pill Rolling Tremor,C0751088,C0751564,1
"Dyskinesia, Medication-Induced",Pseudoakathisia,C0751088,C0751647,1
"Dyskinesia, Medication-Induced",Psychomotor Agitation,C0751088,C3887612,1
"Dyskinesia, Medication-Induced",Waxy flexibility,C0751088,C0233612,1
Dyslipidemias,Acute Coronary Syndrome,C0242339,C0948089,1
Dyslipidemias,Albuminuria,C0242339,C0001925,1
Dyslipidemias,Atherogenesis,C0242339,C1563937,1
Dyslipidemias,Body Weight,C0242339,C0005910,1
Dyslipidemias,Flushing,C0242339,C0016382,1
Dyslipidemias,Morbid obesity,C0242339,C0028756,1
Dyslipidemias,Obesity,C0242339,C0028754,1
Dyslipidemias,Overweight,C0242339,C0497406,1
Dyslipidemias,Proteinuria,C0242339,C0033687,1
Dyslipidemias,Weight Gain,C0242339,C0043094,1
Dyslipidemias,Weight Loss,C0242339,C1262477,1
Dysmenorrhea,Abdominal Pain,C0013390,C0000737,1
Dysmenorrhea,Allodynia,C0013390,C0458247,1
Dysmenorrhea,Ciliary Body Spasm,C0013390,C0235229,1
Dysmenorrhea,Diarrhea,C0013390,C0011991,1
Dysmenorrhea,Hemicrania,C0013390,C0877781,1
Dysmenorrhea,Hirsutism,C0013390,C0019572,1
Dysmenorrhea,Nausea,C0013390,C0027497,2
Dysmenorrhea,"Pain, Splitting",C0013390,C0458257,2
Dysmenorrhea,Pelvic Pain,C0013390,C0030794,1
Dysmenorrhea,Psychophysiologic Disorders,C0013390,C0033931,1
Dysmenorrhea,Recurrent Low Back Pain,C0013390,C0751648,1
Dysostoses,Cerebrospinal Fluid Rhinorrhea,C0013393,C0007815,1
Dysostoses,Diarrhea,C0013393,C0011991,1
Dysostoses,Distorted hearing,C0013393,C0877848,1
Dysostoses,Dysglossia,C0013393,C0751512,1
Dysostoses,"Hydrops Fetalis, Non-Immune",C0013393,C0455988,1
Dysostoses,"Paraparesis, Spastic",C0013393,C0037771,1
Dysostoses,Recurrent Low Back Pain,C0013393,C0751648,1
Dysostoses,Spasmodic torticollis,C0013393,C0152116,1
Dyspareunia,Ciliary Body Spasm,C1384606,C0235229,1
Dyspareunia,Dysmenorrhea,C1384606,C0013390,1
Dyspareunia,Hot flushes,C1384606,C0600142,1
Dyspareunia,"Hyperesthesia, Tactile",C1384606,C0751215,1
Dyspareunia,"Pain, Intractable",C1384606,C0030200,1
Dyspareunia,"Pain, Splitting",C1384606,C0458257,1
Dyspareunia,Pelvic Pain,C1384606,C0030794,1
Dyspareunia,Psychophysiologic Disorders,C1384606,C0033931,1
Dyspareunia,Urinary Incontinence,C1384606,C0042024,1
Dyspareunia,Urinary Stress Incontinence,C1384606,C0042025,1
"Dyspnea, Paroxysmal",Chest Pain,C0013405,C0008031,1
"Dyspnea, Paroxysmal",Coughing,C0013405,C0010200,1
"Dyspnea, Paroxysmal",Dyspnea on exertion,C0013405,C0231807,1
"Dyspnea, Paroxysmal",Jugular venous engorgement,C0013405,C0240100,1
"Dyspnea, Paroxysmal",Orthopnea,C0013405,C0085619,1
"Dyspnea, Paroxysmal",Palpitations,C0013405,C0030252,1
"Dyspnea, Paroxysmal",Rales,C0013405,C0034642,1
"Dyspnea, Paroxysmal",Shortness of Breath,C0013405,C0392680,1
"Dyspnea, Paroxysmal",Sweating,C0013405,C0038990,1
"Dyspnea, Paroxysmal",Weight Gain,C0013405,C0043094,1
Dysthymia and Chronic Depression,Colonic Inertia,C4704929,C1257861,1
Dysthymia and Chronic Depression,Depressive Symptoms,C4704929,C0086132,1
Dysthymia and Chronic Depression,Ecchymosis,C4704929,C0013491,1
Dysthymia and Chronic Depression,Hemisensory Neglect,C4704929,C0751418,1
Dysthymia and Chronic Depression,Lassitude,C4704929,C0086525,1
Dysthymia and Chronic Depression,Mental Fatigue,C4704929,C0015676,1
Dysthymia and Chronic Depression,Nausea,C4704929,C0027497,1
Dysthymia and Chronic Depression,"Pain, Splitting",C4704929,C0458257,1
Dysthymia and Chronic Depression,Pill Rolling Tremor,C4704929,C0751564,1
Dysthymia and Chronic Depression,Psychomotor Impairment,C4704929,C5441816,1
Dysthymia and Chronic Depression,Psychophysiologic Disorders,C4704929,C0033931,1
Dysthymia and Chronic Depression,Recurrent Low Back Pain,C4704929,C0751648,1
Dysthymia and Chronic Depression,Social Anhedonia,C4704929,C3178803,1
Dystocia,Birth Weight,C0013418,C0005612,1
Dystocia,Dysmenorrhea,C0013418,C0013390,1
Dystocia,Fetal Anoxia,C0013418,C0015924,1
Dystocia,Fetal Distress,C0013418,C0015930,1
Dystocia,Fetal Macrosomia,C0013418,C0015938,1
Dystocia,Fetal Weight,C0013418,C0751992,1
Dystocia,"Hydrops Fetalis, Non-Immune",C0013418,C0455988,1
Dystocia,Hyperemesis Gravidarum,C0013418,C0020450,1
Dystocia,Morbid obesity,C0013418,C0028756,1
Dystocia,Weight Gain,C0013418,C0043094,1
Dystonia,Athetosis,C0013421,C0004158,1
Dystonia,Benign Hereditary Chorea,C0013421,C0393584,1
Dystonia,Ciliary Body Spasm,C0013421,C0235229,1
Dystonia,Muscle Cramp,C0013421,C0026821,1
Dystonia,Muscle Spasticity,C0013421,C0026838,1
Dystonia,"Myoclonus, Intention",C0013421,C0021712,1
Dystonia,Pill Rolling Tremor,C0013421,C0751564,1
Dystonia,Pseudoakathisia,C0013421,C0751647,1
Dystonia,Spasmodic torticollis,C0013421,C0152116,1
Dystonia,"Voice Disorder, Neurologic",C0013421,C0264600,1
Dystonia Musculorum Deformans,Athetosis,C0013423,C0004158,1
Dystonia Musculorum Deformans,Benign Hereditary Chorea,C0013423,C0393584,1
Dystonia Musculorum Deformans,Ciliary Body Spasm,C0013423,C0235229,1
Dystonia Musculorum Deformans,Dystonia,C0013423,C0013421,1
Dystonia Musculorum Deformans,Gegenhalten,C0013423,C0231519,1
Dystonia Musculorum Deformans,Hyperkinesia,C0013423,C3887506,1
Dystonia Musculorum Deformans,Muscle Cramp,C0013423,C0026821,1
Dystonia Musculorum Deformans,"Myoclonus, Intention",C0013423,C0021712,1
Dystonia Musculorum Deformans,Pill Rolling Tremor,C0013423,C0751564,1
Dystonia Musculorum Deformans,Spasmodic torticollis,C0013423,C0152116,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Chest Pain,C5690892,C0008031,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Coughing,C5690892,C0010200,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Edema,C5690892,C0013604,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Familial Thrombotic Thrombocytopenic Purpura,C5690892,C1956258,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Fever,C5690892,C0015967,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Hemoptysis,C5690892,C0019079,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Hypercapnia,C5690892,C0020440,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Hyperoxia,C5690892,C0242706,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Respiratory Aspiration,C5690892,C1720922,1
E-Cigarette or Vaping Product Use-Associated Lung Injury,Weight Gain,C5690892,C0043094,1
"Ear Deformities, Acquired","Cerebrospinal Fluid Otorrhea, Traumatic",C0013446,C0751026,1
"Ear Deformities, Acquired",Distorted hearing,C0013446,C0877848,1
"Ear Deformities, Acquired",Facial paralysis,C0013446,C0015469,1
"Ear Deformities, Acquired","Hearing Loss, Extreme",C0013446,C0086395,1
"Ear Deformities, Acquired","Hypothermia, Accidental",C0013446,C0274285,1
"Ear Deformities, Acquired",Internal Ophthalmoplegia,C0013446,C0339693,1
"Ear Deformities, Acquired",Muscular Atrophy,C0013446,C0026846,1
"Ear Deformities, Acquired",Neurogenic Hoarseness,C0013446,C0751201,1
"Ear Deformities, Acquired",Nonepileptic Seizures,C0013446,C3495874,1
"Ear Deformities, Acquired",hearing impairment,C0013446,C1384666,1
Ear Diseases,Acoustic Trauma,C0013447,C1148522,1
Ear Diseases,Central Nervous System Origin Vertigo,C0013447,C0155503,1
Ear Diseases,Conductive hearing loss,C0013447,C0018777,1
Ear Diseases,Distorted hearing,C0013447,C0877848,1
