umls_code,term
C0035312,Retinal Drusen
C0685837,"Pure Gonadal Dysgenesis, 46, XX"
C2713537,Deficiency of Platelet Glycoprotein 1b
C0079583,"Ichthyosiform Erythroderma, Congenital"
C0079584,Ichthyosis Vulgaris
C0162838,"Porokeratosis, Palmoplantar"
C0024054,Lown-Ganong-Levine Syndrome
C1720965,"Ectodermal Dysplasia 3, Anhidrotic"
C0205747,Familial Atypical Multiple Mole-Melanoma
C0206114,Periodontal Attachment Loss
C0011320,Dens in Dente
C0020441,Hypercementosis
C0035352,Retrocochlear Diseases
C0079153,"Hyperkeratosis, Epidermolytic"
C0686715,Baylisascaris procyonis Infection
C0559469,Allergy to eggs
C0751649,"Malignancies, Post-Traumatic"
C0042168,"Uveitis, Suppurative"
C0007933,Meibomian Cyst
C0206672,Hidrocystoma
C1842914,Adult-Onset Vitelliform Macular Dystrophy
C2717990,Corneal Wavefront Aberration
C3540662,Congenital Amaurosis of Retinal Origin
C0730328,Central Serous Chorioretinopathy
C2237660,exudative macular degeneration
C0854723,Retinal Dystrophies
C0154832,Exudative retinopathy
C0032026,Pityriasis Rosea
C0003706,Arachnodactyly
C0221259,Trichiasis
C0079504,Hermanski-Pudlak Syndrome
C2350476,Orbital Myositis
C1306068,After-cataract
C1536085,Geographic Atrophy
C0695242,Neurogenic Bowel
C0266284,Lingual Thyroid
C0206657,Alveolar Soft Part Sarcoma
C0019338,Herpangina
C0018190,Granuloma Inguinale
C0311386,Isosporiasis
C1292753,Primary Effusion Lymphoma
C0001442,Adenosarcoma
C1563725,Proliferative Brenner Tumor
C1333068,Clear-Cell Myomelanocytic Tumors
C0206680,"Mesothelioma, Cystic"
C1328479,Pancreatic Endocrine Carcinoma
C0017150,Gastrinoma
C0022790,Krukenberg Tumor
C0524781,Postcholedochoduodenostomy Syndrome
C0079238,Digestive System Fistula
C0400821,"Colitis, Microscopic"
C0008677,"Bronchitis, Chronic"
C0266361,True Hermaphroditism (disorder)
C0034216,Pyonephrosis
C1857728,Hereditary Angioedema Type III
C0016752,"Fructose Metabolism, Inborn Errors"
C0206607,Torovirus Infections
C0016427,Follicular cyst
C1334603,Malignant Mixed Mesodermal (Mullerian) Tumor
C0600502,Vascular Hemostatic Disorders
C0041952,Ureterolithiasis
C2745948,"Hyalinosis, Systemic"
C0332715,Intra-Articular Fractures
C0341106,Eosinophilic esophagitis
C0264700,Acute Inferior Myocardial Infarction
C1610620,Coronary-Subclavian Steal Syndrome
C2936381,Neointima Formation
C0011378,Dental Leakage
C0878681,Dent's disease
C0156372,Asherman Syndrome
C2717756,Corneal Endothelial Cell Loss
C0014371,Enterotoxemia
C0013895,Elimination Disorders
C0949885,Peste des petits ruminants Infection
C0014073,"Encephalomyelitis, Enzootic Porcine"
C0086942,Rous Sarcoma
C1959620,Dihydropyrimidine Dehydrogenase Deficiency
C0021070,Immunoproliferative Disorders
C0040414,Hairy tongue
C2717979,Tooth Wear
C0264746,Chorea Gravidarum
C0948187,Tracheomalacia
C0149707,Hemospermia
C0036918,"Sexually Transmitted Diseases, Viral"
C0206684,Sebaceous Adenocarcinoma
C0340231,Tracheobronchomalacia
C0264353,Bronchomalacia
C1319853,"Asthma, Aspirin-Induced"
C0005138,Berylliosis
C0014014,"Empyema, Tuberculous"
C0206712,Mucoepidermoid Tumor
C2936443,Infectious Ventriculitis
C3494175,"Incisors, Fused Mandibular"
C0232100,Exsanguination
C0265220,Pallister-Hall syndrome
C0025476,Mesial Movement of Teeth
C0035466,Rhinophyma
C0265985,Mongolian Spot
C0206739,Epithelioid and spindle cell nevus
C0524911,"Hepatitis D, Chronic"
C0267878,Mirizzi Syndrome
C0008582,Chromoblastomycosis
C0041170,Trombiculiasis
C0265961,Erythrokeratodermia variabilis
C0085106,Familial benign pemphigus
C0162849,Lichen Nitidus
C0016632,Fox Fordyce disease
C0014752,Erythrasma
C0031898,Piedra
C1138371,Hemorrhagic Bacteremia
C0272302,Gray Platelet Syndrome
C0950121,Denys-Drash Syndrome
C0878486,Arteriolosclerosis
C0751746,"Amino Acid Transport Disorders, Inborn"
C0038235,Steatitis
C0948031,Primary Graft Dysfunction
C0334486,Low Grade Endometrial Stromal Sarcoma
C1860042,Antley-Bixler Syndrome with Disordered Steroidogenesis
C0238394,Female Pseudohermaphroditism
C2887484,"Respiratory Distress Syndrome, Acute"
C0268126,Adenylosuccinate lyase deficiency (disorder)
C0263334,"Urticaria, Aquagenic"
C0521802,Congenital atransferrinemia
C0004913,Bedbugs
C2750087,"Bile Acid Malabsorption, Primary"
C0031903,Pigeon Breeder's Lung
C0027612,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
C0265514,Dermatofibrosis lenticularis disseminata
C0029944,Drug Overdose
C0007222,Cardiovascular Diseases
C0220748,Cartilage-hair hypoplasia
C2677794,Stress-induced polymorphic ventricular tachycardia
C0008031,Chest Pain
C0267494,Chilaiditi Syndrome
C0015967,Fever
C0267211,Gastric Antral Vascular Ectasia
C0018834,Heartburn
C5232927,Hyperthermia
C0274285,"Hypothermia, Accidental"
C0242184,Hypoxia
C0796004,Kabuki make-up syndrome
C1969623,"NEUROFIBROMATOSIS, TYPE 1-LIKE SYNDROME"
C3852998,Lipolymphedema
C0339277,"Corneal Dystrophy, Juvenile Epithelial of Meesmann"
C0376338,"Diagnosis, Psychiatric"
C0026603,Motion Sickness
C0524582,Mulibrey Nanism
C0027651,Neoplasms
C0032961,Pregnancy
C0395005,Psychogenic polydipsia
C0595939,Stillbirth
C0242843,Sweating Sickness
C0040922,Trichomonas vaginalis
C0041022,Trilogy of Fallot
C0042963,Vomiting
C0011847,Diabetes
C0011570,Mental Depression
C0010054,Coronary Arteriosclerosis
C0018802,Congestive heart failure
C0038454,Cerebrovascular accident
C0024117,Chronic Obstructive Airway Disease
C1565489,Renal Insufficiency
C0009676,Confusion
C0029408,Degenerative polyarthritis
C0020676,Hypothyroidism
C0700613,Anxiety state
C0006826,Malignant Neoplasms
C0007642,Cellulitis
C0149871,Deep Vein Thrombosis
C0011175,Dehydration
C0034065,Pulmonary Embolism
C0033975,Psychotic Disorders
C0018989,Hemiparesis
C0029456,Osteoporosis
C0030305,Pancreatitis
C0021167,Incontinence
C0013405,"Dyspnea, Paroxysmal"
C0006142,Malignant neoplasm of breast
C0546817,Fluid overload
C0041912,Upper Respiratory Infections
C0020615,Hypoglycemia
C0038663,Suicide attempt
C0020456,Hyperglycemia
C0085584,Encephalopathies
C0442874,Neuropathy
C1145670,Respiratory Failure
C0242379,Malignant neoplasm of lung
C0024713,Manic Disorder
C0031212,Personality Disorders
C0034067,Pulmonary Emphysema
C0003537,Aphasia
C0014118,Endocarditis
C0001973,"Alcoholic Intoxication, Chronic"
C0011206,Delirium
C0439857,Dependence
C0008325,Cholecystitis
C0149931,Migraine Disorders
C0011253,Delusions
C0233472,Labile affect
C0231341,Premature aging syndrome
C0004093,Asthenia
C0015970,Fever of Unknown Origin
C0005910,Body Weight
C0005612,Birth Weight
C0005911,Body Weight Changes
C0043094,Weight Gain
C1262477,Weight Loss
C0013911,Emaciation
C0006625,Cachexia
C0751992,Fetal Weight
C0497406,Overweight
C0041667,Underweight
C0085593,Chills
C0010520,Cyanosis
C0013604,Edema
C0086525,Lassitude
C0015676,Mental Fatigue
C0015799,Feminization
C0015930,Fetal Distress
C0016382,Flushing
C0232255,Innocent Murmurs
C0277910,Ejection Murmurs
C0600142,Hot flushes
C1565249,Mobility Limitation
C0242700,Space Motion Sickness
C0525041,Neurobehavioral Manifestations
C2316166,Slit Ventricle Syndrome
C0033931,Psychophysiologic Disorders
C0000737,Abdominal Pain
C0000727,"Abdomen, Acute"
C0000729,Abdominal Cramps
C0152169,Renal Colic
C0423640,Right Flank Pain
C0030794,Pelvic Pain
C0684343,Pseudophakia
C0206160,Reticulocytosis
C0001707,Aerophagy
C0003123,Anorexia
C1257861,Colonic Inertia
C0011991,Diarrhea
C0011992,Infantile Diarrhea
C0013395,Dyspepsia
C0014724,Eructation
C0016204,Flatulence
C0016927,Gagging
C0018520,Halitosis
C0019521,Hiccough
C0020505,Hyperphagia
C0006370,Bulimia
C0027497,Nausea
C0042964,"Vomiting, Anticipatory"
C0020440,Hypercapnia
C0242706,Hyperoxia
C0085383,Hypocapnia
C0032230,Pleural Rub
C0037384,Snoring
C0037383,Sneezing
C0037285,Skin Manifestations
C0221243,Necrolytic Migratory Erythema
C0030232,Pallor
C0152459,Linear atrophy
C0013428,Dysuria
C0020438,Hypercalciuria
C0028734,Nocturia
C0242453,Prostatism
C1313921,Urinoma
C1452968,Androgenization
C0221355,Macrocephaly
C0231528,Myalgia
C0027769,Nervousness
C0917816,Mental deficiency
C0086132,Depressive Symptoms
C0085271,Self-Injurious Behavior
C0038990,Sweating
C3178803,Social Anhedonia
C0006144,Breast Cyst
C0751508,Long Sleeper Syndrome
C3178789,Widespread Chronic Pain
C0034152,Henoch-Schoenlein Purpura
C0012833,Dizziness
C0085639,Falls
C0039070,Syncope
C0042571,Vertigo
C0030252,Palpitations
C0438716,Chest pressure
C0085602,Polydipsia
C0034642,Rales
C0241526,Unresponsiveness
C0856054,Mental status changes
C0553668,Labored breathing
C0424000,Feeling suicidal (finding)
C0438696,Suicidal
C0233762,"Hallucinations, Auditory"
C0150041,Feeling hopeless
C0424109,Weepiness
C0917801,Sleeplessness
C0424230,Motor retardation
C0022107,Irritable Mood
C0312422,Blackout - symptom
C0344315,Depressed mood
C0233763,"Hallucinations, Visual"
C0233481,Worried
C0085631,Agitation
C0040822,Tremor
C0728899,Intoxication
C0424068,Verbal auditory hallucinations
C0455769,Increased energy
C1299586,Has difficulty doing (qualifier value)
C0028084,Nightmares
C0235198,Unable to concentrate
C0237154,Homelessness
C0086439,Hypokinesia
C0231807,Dyspnea on exertion
C0232292,Chest tightness
C0029053,Decreased translucency
C0239134,Productive Cough
C0008033,Pleuritic pain
C0457096,Yellow sputum
C0238844,Decreased breath sounds
C0035508,Rhonchi
C0457097,Green sputum
C0850149,Dry cough
C0043144,Wheezing
C0476273,Respiratory distress
C0231835,Tachypnea
C0231218,Malaise
C0028081,Night sweats
C0013404,Dyspnea
C0013362,Dysarthria
C0234518,Slurred speech
C0427055,Facial Paresis
C0018991,Hemiplegia
C0036572,Seizures
C0028643,Numbness
C0436331,Symptom aggravating factors
C0520886,ST segment elevation (finding)
C0520887,ST segment depression (finding)
C0520888,Inverted T wave
C1305739,Presence of Q wave
C0235710,Chest discomfort
C0030193,Pain
C0337672,Non-smoker
C0019214,Hepatosplenomegaly
C0549483,Bacterial Abscess
C0038999,Swelling
C0277797,Apyrexial
C0235634,Renal angle tenderness
C0578150,Hemodynamically stable
C0241705,Difficulty passing urine
C0239110,Consciousness clear
C0744492,guaiac positive
C0746619,monoclonal
C1269955,Tumor Cell Invasion
C0015672,Fatigue
C0744740,heme positive
C0004604,Back Pain
C0149746,Orthostasis
C0241235,Purulent sputum
C0700292,Hypoxemia
C0376405,Patient Non-Compliance
C0425251,Bed-ridden
C0232498,Abdominal tenderness
C1273573,[D]Unsteady gait
C0085606,Urgency of micturition
C0232766,Asterixis
C0231530,Muscle twitch
C0018681,Headache
C0149696,Food intolerance (disorder)
C0239832,Numbness of hand
C0858924,General discomfort
C0013144,Drowsiness
C0427008,Stiffness
C0577559,Mass of body structure
C0557075,Has religious belief
C0016579,Formication
C0221198,Lesion
C0332601,Cushingoid facies
C0743482,EMPHYSEMATOUS CHANGE
C0019825,Hoarseness
C0205400,Thickened
C0233308,Spontaneous rupture of membranes
C0032739,Mantoux: positive
C0026827,Muscle hypotonia
C0332575,Redness
C1384489,Scratch marks
C0234233,Sore to touch
C0085624,Burning sensation
C0239233,Early satiety
C1444773,Throbbing sensation quality
C0234215,Sensory Discomfort
C0009806,Constipation
C0006157,Breech Presentation
C0023222,Pain in lower limb
C0018800,Cardiomegaly
C0009024,Clonus
C0857256,Unwell
C0003126,Anosmia
C1513183,Metastatic Lesion
C0744727,Hematocrit decreased
C0151315,Neck stiffness
C0008767,Cicatrization
C0347938,Hypometabolism
C0236018,Aura
C0027066,Myoclonus
C0232517,Gurgling
C0558195,Wheelchair bound
C0238705,Left atrial hypertrophy
C0030554,Paresthesia
C0232995,Gravida 0
C0034079,Nodule of lung
C0000731,Abdomen distended
C0234238,Ache
C0558143,Macerated skin (finding)
C0581912,Heavy feeling
C0234253,Pain at rest
C0232201,Sinus rhythm
C0424092,Withdrawn
C0424295,Hyperactive behavior
C0558261,Terrified
C0085635,Photopsia
C0392701,giddy mood
C0578859,Disturbed family
C0234133,Extrapyramidal sign
C0240233,Loose associations
C0392674,Exhaustion
C0429091,R wave feature
C0232257,Systolic Murmurs
C0231221,Asymptomatic (finding)
C0332573,Macule
C0221150,Swallowing painful
C0020672,"Hypothermia, natural"
C0741302,atypia morphology
C0427108,General unsteadiness
C0242429,Sore Throat
C1260880,Rhinorrhea
C0239133,Hacking cough
C0038450,Stridor
C0221470,Aphagia
C0751495,"Seizures, Focal"
C0423571,Abnormal sensation
C0085628,Stupor
C0231890,Fremitus
C0271276,Stahli's line
C0677500,Stinging Sensation
C0522224,Paralysed
C0558361,Sniffles
C0848168,out (of) breath
C0344232,Blurred vision
C0848277,room spinning
C0423982,Rambling speech
C0233844,Clumsiness
C0278014,Decreased stool caliber
C0231872,Egophony
C0233647,Neologism
C0231187,Decompensation
C0241252,light stool
C0424790,Rigor - Temperature-associated observation
C0221166,Paraparesis
C0554980,Moody (finding)
C0877040,Fear of falling
C0037763,Spasm
C0278141,Excruciating pain
C0872410,Posturing
C0277899,Absent pulse
C0521516,Polymyalgia
C0848621,passed stones
C0004134,Ataxia
C0018862,Heberden node
C0577979,Frothy sputum
C0024103,Mass in breast
C0277845,Retropulsion
C0239301,Estrogen use
C0751229,Hypersomnolence
C0541911,Dullness
C0857199,Red blotches
C0232488,Abdominal colic
C0020175,Hunger
C0240813,Prostate tender
C0016512,Foot pain
C0152032,Urinary hesitation
C0281825,Dysequilibrium
C0085632,Apathy
C0241157,pustule
C0232854,Slowing of urinary stream
C0277794,Extreme exhaustion
C0442739,No status change
C1135120,Breakthrough Pain
C0232258,Pansystolic murmur
C0694547,SYSTOLIC EJECTION MURMUR
C0234866,Barking cough
C0425488,Rapid shallow breathing
C0237304,Noisy respiration
C0871754,Frail
C1511606,Cystic lesions
C0221151,Projectile vomiting
C0581911,Heavy legs
C0231690,Titubation
C0234979,Dysdiadochokinesis
C1321756,Achalasia
C0748706,side pain
C0085702,Monocytosis
C0032781,Posterior rhinorrhea
C0542044,Incoherent
C0311395,Lameness
C0392162,Clammy skin
C0264576,Mediastinal shift
C0027498,Nausea and vomiting
C0232726,Rectal tenesmus
C1167754,Faecaluria
C0232894,Pneumatouria
C0740880,Alcoholic withdrawal symptoms
C0149758,Poor dentition
C0857516,Floppy
C0233467,Inappropriate affect
C0576456,Feeding poor
C0859032,Moaning
C0221232,Welts
C0040264,Tinnitus
C0429562,Superimposition
C0242143,UNCOORDINATION
C0424530,Absences finding
C0270844,Tonic Seizures
C0742985,debilitation
C0338656,Impaired cognition
C0235231,Pin point pupils
C0234379,Resting Tremor
C0541992,Groggy
C0559546,Adverse reactions
C1291077,Abdominal bloating
C0231230,Fatigability
C0233071,Para 2
C0156543,Unspecified Abortion
C0232943,Intermenstrual heavy bleeding
C0232997,Previous pregnancies 2
C0860096,Primigravida
C0702118,Abnormally hard consistency
C1405524,proteinemia
C0857087,Dizzy spells
C0278146,Shooting pain
C0235250,Hyperemesis
C0443260,Milky
C0232605,Regurgitates after swallowing
C0542073,Lip smacking
C0751466,Phonophobia
C0522336,Rolling of eyes
C0002416,Ambidexterity
C0232118,Pulsus paradoxus
C1291692,Gravida 10
C0006318,Bruit
C0476287,Breath-holding spell
C0240962,Scleral icterus
C0232602,Retching
C0948786,Blanching
C0233492,Elation
C0558089,Verbally abusive behavior
C0558141,Transsexual (finding)
C0474395,Behavior showing increased motor activity
C0241158,Scar Tissue
C0520966,Abnormal coordination
C0008301,Choking
C0232695,Decreased bowel sounds
C0262581,No known drug allergy
C0024031,Low Back Pain
C0277823,Charleyhorse (finding)
C0205254,Sedentary
C0424749,Feels hot/feverish
C1517205,Flare
C0232267,Pericardial friction rub
C0424337,Hoarding
C0030318,Panic
C0425560,Cardiovascular finding
C0037580,Soft tissue swelling
C0427629,Rh positive (finding)
C0277873,Nasal Flaring
C0235396,Hypertonicity
C0277977,Murphy's sign
C0425449,Gasping for breath
C0474505,Feces in rectum
C0240805,Prodrome
C0556346,Binge Drinking
C0740844,AIR FLUID LEVEL (finding)
C0425491,Catching breath
C0456091,Large-for-dates fetus
C0231441,Immobile
C0455204,Homicidal thoughts
C0021311,Infection
C0005001,Benign prostatic hypertrophy
C0032305,"Pneumonia, Pneumocystis carinii"
C0019204,Primary carcinoma of the liver cells
C0019291,"Hernia, Hiatal"
C0392680,Shortness of Breath
C1096646,Transaminitis
C0234450,Sleepy
C0043096,Body Weight decreased
C0151706,Bleeding of vagina
C0848340,stuffy nose
C0264273,Nasal discharge present
C0235129,Feeling strange
C0240100,Jugular venous engorgement
C0847488,Feeling unhappy
C0233070,Primiparity
